Artist Name,Track Name,Popularity,Explicit,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Liveness,Valence,Tempo,Mode,Release Year,Duration,Clusters
Leroy Smart,In This Time,0,Clean,0.707,0.444,B,0.7013255471434847,0.124,0.446,0.0938,0.834,79.0,Minor,2017,3.1546666666666665,Cluster 4
Leroy Smart,World of Hatred,0,Clean,0.731,0.499,G,0.7123588537763882,0.0658,0.321,0.124,0.788,74.0,Major,2017,2.870216666666667,Cluster 2
Leroy Smart,Life Is Not Easy,0,Clean,0.794,0.373,C#/Db,0.6676313273558823,0.0667,0.246,0.107,0.686,139.0,Minor,2017,3.3406666666666665,Cluster 2
Leroy Smart,No Love for Jah,0,Clean,0.675,0.446,C,0.7235730342885196,0.161,0.212,0.299,0.866,73.0,Minor,2017,3.4768833333333333,Cluster 2
Leroy Smart,One & All,0,Clean,0.715,0.552,D#/Eb,0.8478592284437094,0.115,0.475,0.166,0.929,145.0,Minor,2018,2.91645,Cluster 3
Leroy Smart,Nonsense,0,Clean,0.736,0.574,C,0.8099790703082608,0.0451,0.136,0.241,0.655,72.0,Minor,2018,3.201783333333333,Cluster 3
Leroy Smart,Waiting,0,Clean,0.856,0.65,G,0.8190227642696571,0.0612,0.0197,0.0363,0.697,135.0,Major,2018,3.1293333333333333,Cluster 3
Leroy Smart,Pure Heart,0,Clean,0.821,0.587,E,0.8375494173277176,0.158,0.39,0.11,0.591,145.0,Major,2018,3.494883333333333,Cluster 3
Leroy Smart,Rich Man,0,Clean,0.887,0.669,C,0.8220459419653239,0.103,0.00106,0.0599,0.742,134.0,Major,2018,2.721783333333333,Cluster 3
Leroy Smart,Long Time Waiting,0,Clean,0.901,0.583,B,0.8212707681972042,0.0483,0.00437,0.115,0.792,133.0,Minor,2018,2.523333333333333,Cluster 3
Leroy Smart,Have Got to Go,0,Clean,0.76,0.585,F#/Gb,0.7160796878633626,0.0661,0.0145,0.569,0.832,138.0,Minor,2017,3.4086666666666665,Cluster 3
Leroy Smart,"Mirror, Mirror",0,Clean,0.54,0.418,D,0.7173458050179582,0.119,0.324,0.157,0.797,153.0,Major,2018,2.317333333333333,Cluster 4
Leroy Smart,Judge no Man,0,Clean,0.835,0.479,G,0.7196713263223172,0.0467,0.161,0.128,0.64,125.0,Major,2018,2.38645,Cluster 2
Leroy Smart,Bad Minded Dub,0,Clean,0.836,0.398,C#/Db,0.814397560786543,0.13,0.00128,0.0611,0.741,133.0,Major,2016,3.229783333333333,Cluster 2
Leroy Smart,Back out Weak Heart,0,Clean,0.663,0.596,D#/Eb,0.6837032634815638,0.043,0.562,0.109,0.962,142.0,Major,2017,2.9146666666666667,Cluster 4
Leroy Smart,Balistic Affair,1,Clean,0.864,0.549,B,0.7407043745639648,0.0694,0.15,0.134,0.8,145.0,Minor,2016,3.05,Cluster 3
Leroy Smart,Pride & Ambition,0,Clean,0.813,0.447,G,0.8052505103227307,0.0531,0.0639,0.0834,0.678,131.0,Major,2016,4.01845,Cluster 3
Leroy Smart,Wreck up My Life,0,Clean,0.856,0.594,C,0.8138291000232551,0.0486,0.0497,0.0627,0.674,135.0,Major,2016,3.02245,Cluster 3
Leroy Smart,Man Is Great,0,Clean,0.877,0.733,G#/Ab,0.8505464975065244,0.207,0.00405,0.0818,0.614,137.0,Minor,2016,3.160883333333333,Cluster 3
Leroy Smart,Jah Show Them the Way,0,Clean,0.749,0.879,B,0.8320973618252758,0.178,0.000285,0.0838,0.859,137.0,Minor,2016,2.99645,Cluster 3
Leroy Smart,My Heart & Soul,0,Clean,0.678,0.571,F,0.8011679284773003,0.0354,0.011,0.347,0.838,143.0,Major,2016,2.51045,Cluster 3
Leroy Smart,Bad Minded People,0,Clean,0.896,0.545,C#/Db,0.8024340456318958,0.0807,0.00117,0.0846,0.677,134.0,Minor,2016,2.9306666666666668,Cluster 3
Leroy Smart,It Makes No Sense,0,Clean,0.736,0.574,C,0.8099790703082608,0.045,0.136,0.241,0.656,72.0,Minor,2016,3.201783333333333,Cluster 3
Leroy Smart,Natty Dread I Strong,0,Clean,0.76,0.49,A,0.846644789540322,0.119,0.0484,0.0654,0.312,143.0,Major,2016,2.7228833333333333,Cluster 2
Leroy Smart,Let Your Heart Be Pure,0,Clean,0.813,0.587,B,0.8375235782021136,0.174,0.39,0.11,0.589,145.0,Major,2016,3.494883333333333,Cluster 3
Leroy Smart,Look What You Do,0,Clean,0.898,0.488,B,0.7874731919071859,0.046,0.00427,0.0721,0.784,132.0,Minor,2016,2.736666666666667,Cluster 3
Leroy Smart,It's a Long Time I've Been Waiting,0,Clean,0.901,0.583,B,0.8212707681972042,0.0485,0.00432,0.115,0.791,133.0,Minor,2016,2.523333333333333,Cluster 3
Leroy Smart,We Are All One,0,Clean,0.715,0.552,D#/Eb,0.8478592284437094,0.115,0.472,0.166,0.929,145.0,Minor,2016,2.91645,Cluster 3
Leroy Smart,Love & Soul,0,Clean,0.679,0.571,F,0.8011679284773003,0.0354,0.011,0.347,0.838,143.0,Major,2018,2.51045,Cluster 3
Leroy Smart,Mister Rich Dub,0,Clean,0.824,0.411,C#/Db,0.7438050696364435,0.0508,4.55e-05,0.0742,0.671,134.0,Major,2016,2.728666666666667,Cluster 2
Leroy Smart,Help Yourself to Dub,0,Clean,0.822,0.497,B,0.7861553965013823,0.0491,0.0074,0.145,0.534,138.0,Minor,2016,2.955783333333333,Cluster 2
Leroy Smart,You I Can't Forget,0,Clean,0.726,0.545,A#/Bb,0.7177075527764141,0.0514,0.0657,0.238,0.799,88.0,Minor,2017,3.1653333333333333,Cluster 2
Leroy Smart,God Helps the Man,0,Clean,0.807,0.769,C,0.8485827239606212,0.11,0.369,0.207,0.905,125.0,Major,2016,3.4128833333333333,Cluster 3
Leroy Smart,Jah Helpful,0,Clean,0.759,0.522,B,0.7481202036123098,0.188,0.226,0.218,0.522,140.0,Minor,2017,2.8939166666666667,Cluster 2
Leroy Smart,Rasta Time,0,Clean,0.837,0.619,D,0.7185085656701378,0.0593,0.0474,0.0675,0.973,135.0,Minor,2017,4.56,Cluster 3
Leroy Smart,Dread V Babylon,0,Clean,0.792,0.474,G#/Ab,0.7379912663755459,0.207,0.0588,0.107,0.969,153.0,Minor,2017,3.3049166666666667,Cluster 2
Leroy Smart,Good Luck,0,Clean,0.745,0.337,C,0.7677579390713418,0.0827,0.73,0.09,0.563,155.0,Major,2017,3.34845,Cluster 4
Leroy Smart,Marcus Oh My,0,Clean,0.822,0.728,D,0.7398516834190332,0.126,0.107,0.13,0.923,130.0,Major,2017,3.115083333333333,Cluster 3
Leroy Smart,Girl Called Sharon,0,Clean,0.778,0.61,C#/Db,0.7346321800470272,0.106,0.134,0.0964,0.956,157.0,Major,2017,4.136916666666667,Cluster 3
Leroy Smart,Missing Love,5,Clean,0.739,0.444,F#/Gb,0.7629777008346037,0.0698,0.514,0.0484,0.547,82.0,Minor,2017,2.9313666666666665,Cluster 4
Leroy Smart,Going Ballistic,0,Clean,0.86,0.643,A,0.7564662411823984,0.0656,0.791,0.12,0.965,144.0,Major,2017,3.263983333333333,Cluster 4
Leroy Smart,No Payoff for Badness,0,Clean,0.837,0.66,D,0.7716596470375443,0.0381,0.467,0.131,0.973,136.0,Major,2017,3.2988166666666667,Cluster 3
Leroy Smart,Pride & Shame,0,Clean,0.85,0.359,G,0.7258210382160668,0.0926,0.271,0.12,0.69,132.0,Major,2017,3.9688666666666665,Cluster 2
Leroy Smart,Jah,0,Clean,0.815,0.503,G#/Ab,0.7209891217281207,0.261,0.711,0.209,0.966,155.0,Minor,2017,2.8090166666666665,Cluster 4
Leroy Smart,Nah Like It,0,Clean,0.903,0.508,G,0.7539340068732074,0.0812,0.0976,0.0702,0.698,135.0,Minor,2017,2.9958,Cluster 2
Leroy Smart,Jah Almighty,0,Clean,0.915,0.484,B,0.7675770651921139,0.315,0.0887,0.151,0.622,133.0,Minor,2017,2.6914666666666665,Cluster 2
Leroy Smart,Pure Heart,0,Clean,0.808,0.472,E,0.7567504715640423,0.317,0.53,0.237,0.567,73.0,Minor,2017,3.4721,Cluster 4
Leroy Smart,Rich,0,Clean,0.886,0.597,C,0.7185085656701378,0.127,0.0287,0.0597,0.647,135.0,Major,2017,2.68495,Cluster 2
Leroy Smart,Great Man,0,Clean,0.884,0.574,E,0.7424872742306401,0.285,0.0363,0.0909,0.474,138.0,Major,2017,3.1534,Cluster 2
Leroy Smart,Bad Minds,0,Clean,0.924,0.523,C#/Db,0.772434820805664,0.211,0.0514,0.0851,0.754,134.0,Minor,2017,2.935283333333333,Cluster 2
Leroy Smart,Wanna Go Home,0,Clean,0.892,0.586,E,0.7928994082840237,0.0803,0.0787,0.159,0.642,135.0,Minor,2017,3.0933166666666665,Cluster 3
Leroy Smart,Life Funny,0,Clean,0.761,0.478,C,0.7627968269553759,0.0584,0.529,0.0916,0.666,73.0,Minor,2017,3.7551,Cluster 4
Leroy Smart,Ambitious Pride,0,Clean,0.786,0.488,F,0.7487661817524095,0.037,0.584,0.0938,0.924,128.0,Minor,2017,3.2870666666666666,Cluster 4
Leroy Smart,Mister Smart in Dub,0,Clean,0.831,0.662,A#/Bb,0.745071186791039,0.305,0.0252,0.0348,0.657,154.0,Minor,2016,3.72355,Cluster 3
Leroy Smart,Let Off Supum,3,Clean,0.773,0.64,G,0.826826180202062,0.0587,0.0945,0.0836,0.682,83.0,Major,2006,3.608,Cluster 3
Leroy Smart,Mr. Rich Man,0,Clean,0.887,0.631,C,0.7966202423709982,0.178,0.000779,0.072,0.592,135.0,Major,2014,2.6708833333333333,Cluster 3
Leroy Smart,Give Praise to Jah,0,Clean,0.624,0.383,B,0.6699310095346374,0.0613,0.00139,0.101,0.405,146.0,Minor,2012,4.491333333333333,Cluster 2
Leroy Smart,Know Yourself,0,Clean,0.912,0.419,A,0.7462081083176145,0.166,0.0169,0.0386,0.924,138.0,Major,2012,3.2333333333333334,Cluster 2
Leroy Smart,Rock on Time Dub,0,Clean,0.771,0.6,G,0.8662308467481461,0.0388,0.00108,0.0907,0.602,131.0,Major,2012,3.374216666666667,Cluster 3
Leroy Smart,Come Let Us Have Some Fun,0,Clean,0.815,0.388,B,0.6741686261336917,0.116,0.0108,0.0945,0.638,154.0,Major,2012,3.4193333333333333,Cluster 2
Leroy Smart,Keep on Dubbing,0,Clean,0.772,0.763,E,0.7762331722694504,0.0548,0.00336,0.0593,0.91,134.0,Minor,2012,3.761783333333333,Cluster 3
Leroy Smart,Mine Field Dub,0,Clean,0.751,0.561,G,0.7424097568538282,0.0473,0.353,0.14,0.896,146.0,Minor,2012,2.546,Cluster 3
Leroy Smart,Rastaman Shuffle,0,Clean,0.825,0.648,D,0.7392057052789334,0.0471,0.00239,0.0998,0.784,132.0,Major,2012,2.471783333333333,Cluster 3
Leroy Smart,Won't You,0,Clean,0.853,0.604,F#/Gb,0.6592336115345856,0.239,0.0775,0.13,0.909,167.0,Major,2012,3.465116666666667,Cluster 2
Leroy Smart,Sata Dub,0,Clean,0.765,0.663,C#/Db,0.787059765897522,0.06,0.0256,0.362,0.508,154.0,Minor,2012,3.85645,Cluster 1
Leroy Smart,Wreck Up My Life,0,Clean,0.914,0.477,G,0.7631327355882277,0.0761,0.00228,0.0759,0.69,135.0,Major,2012,3.0251166666666665,Cluster 2
Leroy Smart,Love In My Heart,0,Clean,0.781,0.459,A#/Bb,0.7753029637477068,0.16,0.4,0.168,0.917,145.0,Minor,2012,2.9323,Cluster 3
Leroy Smart,Give Praise To Jah,0,Clean,0.624,0.383,B,0.6699310095346374,0.0619,0.00139,0.101,0.405,146.0,Minor,2012,4.491333333333333,Cluster 2
Leroy Smart,Mr Smart,0,Clean,0.676,0.805,F#/Gb,0.8081703315159815,0.171,0.127,0.691,0.738,155.0,Minor,2012,2.8906666666666667,Cluster 1
Leroy Smart,Your Kisses Are Sweet,0,Clean,0.856,0.566,C#/Db,0.7285599855300897,0.075,0.000931,0.072,0.855,129.0,Major,2012,2.949783333333333,Cluster 3
Leroy Smart,We Want to Know,0,Clean,0.875,0.452,F#/Gb,0.6801633032738172,0.239,0.0347,0.255,0.822,139.0,Minor,2012,4.005333333333334,Cluster 2
Leroy Smart,Love Version Original,0,Clean,0.728,0.382,A#/Bb,0.6686132141288339,0.0452,0.00628,0.175,0.635,145.0,Minor,2012,3.02,Cluster 2
Leroy Smart,Honour Your Mother & Father,0,Clean,0.856,0.486,E,0.7214800651145965,0.0981,0.0166,0.0779,0.554,149.0,Minor,2012,2.9633333333333334,Cluster 2
Leroy Smart,No Love In Dub,0,Clean,0.769,0.455,F,0.7472158342161701,0.0802,0.0378,0.0447,0.596,145.0,Minor,2013,3.638883333333333,Cluster 2
Leroy Smart,It's a Long Time Now,0,Clean,0.903,0.536,B,0.7633394485930596,0.0586,0.000561,0.0718,0.764,133.0,Minor,2012,2.5166666666666666,Cluster 3
Leroy Smart,Back out Babylon,0,Clean,0.819,0.312,A,0.7186119221725537,0.315,0.00717,0.0706,0.207,143.0,Major,2012,2.73045,Cluster 2
Leroy Smart,Channel One Feel It,0,Clean,0.818,0.625,G,0.8136482261440273,0.0417,0.000462,0.0417,0.791,135.0,Major,2012,2.9482166666666667,Cluster 3
Leroy Smart,Man Is So Great,0,Clean,0.881,0.491,B,0.6935996485878917,0.262,0.00162,0.134,0.444,137.0,Major,2012,3.1675833333333334,Cluster 2
Leroy Smart,Stop The Dub Fight,0,Clean,0.887,0.502,D,0.8180408774967055,0.209,0.0952,0.15,0.619,133.0,Major,2013,2.81845,Cluster 3
Leroy Smart,Shame And Pride,0,Clean,0.818,0.484,G,0.8269812149556859,0.0397,0.0298,0.109,0.687,131.0,Major,2012,3.97555,Cluster 3
Leroy Smart,Too Much Grudgefulness,0,Clean,0.791,0.545,E,0.7037544249502596,0.0359,0.165,0.0659,0.971,127.0,Minor,2020,3.7048833333333335,Cluster 3
Leroy Smart,You're Going To Find Me,0,Clean,0.784,0.584,F#/Gb,0.8853001214438904,0.0829,0.00716,0.0598,0.633,81.0,Major,2009,3.1948833333333333,Cluster 3
Leroy Smart,Our Love Is Strange,0,Clean,0.769,0.612,C,0.8387896953567091,0.147,0.0454,0.095,0.507,83.0,Major,2009,3.44155,Cluster 3
Leroy Smart,She Loves Me,0,Clean,0.824,0.551,D,0.7615307098007803,0.0642,0.124,0.113,0.51,87.0,Major,2009,3.494883333333333,Cluster 2
Leroy Smart,Bank Account,0,Clean,0.79,0.662,B,0.774605307356399,0.123,0.00598,0.0642,0.773,165.0,Minor,2009,3.57355,Cluster 3
Leroy Smart,Believe In Jah,1,Clean,0.823,0.698,B,0.8122012351102039,0.0936,0.00481,0.146,0.592,150.0,Minor,2009,4.043333333333333,Cluster 3
Leroy Smart,Your Love Is Not True,0,Clean,0.88,0.628,F#/Gb,0.7656132916462107,0.0814,0.00209,0.0817,0.8,146.0,Major,2009,3.7711166666666665,Cluster 3
Leroy Smart,Girls Are Skanking,1,Clean,0.843,0.547,A,0.8359990697914783,0.0704,0.0256,0.0638,0.433,83.0,Major,2009,3.56355,Cluster 3
Leroy Smart,I Am The Don,20,Clean,0.869,0.668,E,0.8660499728689182,0.219,0.163,0.0449,0.598,77.0,Minor,2010,3.361333333333333,Cluster 3
Leroy Smart,Mother Liza,0,Clean,0.747,0.542,A,0.7640112658587633,0.285,0.493,0.122,0.8,128.0,Major,2016,3.28795,Cluster 4
Leroy Smart,Mirror Mirror,9,Clean,0.78,0.649,D,0.789669517583525,0.246,0.112,0.0587,0.855,145.0,Major,2019,3.58,Cluster 3
Leroy Smart,Love Life,0,Clean,0.843,0.844,F,0.8793829616805767,0.0403,0.000574,0.251,0.737,80.0,Minor,2009,3.869783333333333,Cluster 3
Leroy Smart,Home To Africa,0,Clean,0.796,0.606,F,0.8254567065450505,0.0668,0.0201,0.265,0.776,134.0,Minor,2012,3.261316666666666,Cluster 3
Leroy Smart,Let Your Heart Be Pure,0,Clean,0.685,0.545,G#/Ab,0.7906514043564765,0.221,0.293,0.0865,0.582,72.0,Major,2012,3.508433333333333,Cluster 1
Leroy Smart,Life Is A Funny Thing,0,Clean,0.748,0.533,G,0.7738559727138834,0.0531,0.114,0.313,0.562,146.0,Minor,2012,3.2,Cluster 3
Leroy Smart,Man Is So Right,0,Clean,0.887,0.699,G#/Ab,0.8115552569701041,0.241,0.00105,0.0832,0.495,137.0,Minor,2012,3.171316666666667,Cluster 3
Leroy Smart,Mr Richman,0,Clean,0.887,0.612,C,0.7858194878685305,0.179,0.000768,0.0622,0.647,135.0,Major,2012,2.7333333333333334,Cluster 3
Leroy Smart,Shame & Pride,0,Clean,0.814,0.416,G,0.777163380791194,0.066,0.0406,0.0739,0.689,131.0,Major,2012,4.042433333333333,Cluster 2
Leroy Smart,Trying To Wreck My Life,0,Clean,0.863,0.534,C,0.7875765484096018,0.058,0.0211,0.0549,0.704,135.0,Major,2012,3.043333333333333,Cluster 3
Leroy Smart,We Want To Go Home,0,Clean,0.87,0.64,E,0.8162062995788222,0.0621,0.0115,0.0797,0.716,135.0,Minor,2012,3.1353166666666668,Cluster 3
Leroy Smart,We Rule,0,Clean,0.692,0.632,D,0.7308855068344486,0.0729,0.127,0.0291,0.63,166.0,Major,2012,3.3451,Cluster 3
Leroy Smart,Love In My Heart,0,Clean,0.719,0.503,A#/Bb,0.8142683651585231,0.106,0.465,0.18,0.889,145.0,Minor,2012,2.95,Cluster 4
Leroy Smart,Stop The War,0,Clean,0.814,0.62,A,0.8139841347768791,0.159,0.000154,0.0522,0.878,136.0,Major,2012,2.936433333333333,Cluster 3
Leroy Smart,Dub For The Fittest,0,Clean,0.892,0.431,B,0.7578098757138059,0.0879,0.000603,0.304,0.614,128.0,Minor,2013,4.823333333333333,Cluster 2
Leroy Smart,Wreck up My Life,0,Clean,0.914,0.477,G,0.7631327355882277,0.0755,0.00228,0.0759,0.69,135.0,Major,2014,3.0251166666666665,Cluster 2
Leroy Smart,Love in My Heart - (Original),0,Clean,0.749,0.446,A#/Bb,0.7727707294385158,0.2,0.425,0.154,0.929,145.0,Minor,2014,2.9323,Cluster 4
Leroy Smart,Channel One Feel It (Original),0,Clean,0.787,0.356,G,0.7295418723030412,0.0482,0.000435,0.325,0.531,131.0,Major,2014,3.4613,Cluster 2
Leroy Smart,Love Version (Original),0,Clean,0.731,0.387,A#/Bb,0.6663135319500788,0.0471,0.00689,0.169,0.608,145.0,Minor,2014,3.0201166666666666,Cluster 2
Leroy Smart,A Living Dub,0,Clean,0.692,0.215,A#/Bb,0.5620784992635849,0.242,0.00288,0.104,0.473,119.0,Minor,2014,5.913716666666667,Cluster 2
Leroy Smart,Pride and Ambition,2,Clean,0.814,0.447,G,0.8052505103227307,0.0531,0.0639,0.0834,0.678,131.0,Major,2013,4.01845,Cluster 3
Leroy Smart,Wreck Up My Life,0,Clean,0.855,0.59,C,0.8138032608976512,0.0488,0.0482,0.0627,0.675,135.0,Major,2013,3.02245,Cluster 3
Leroy Smart,Man is Great,0,Clean,0.877,0.737,G#/Ab,0.8505464975065244,0.207,0.00397,0.0818,0.61,137.0,Minor,2013,3.160883333333333,Cluster 3
Leroy Smart,My Heart and Soul,0,Clean,0.679,0.571,F,0.8011679284773003,0.0354,0.011,0.347,0.838,143.0,Major,2013,2.51045,Cluster 3
Leroy Smart,It's a Long Time I've Been Waiting (Bonus Track),0,Clean,0.901,0.583,B,0.8212707681972042,0.0483,0.00437,0.115,0.792,133.0,Minor,2013,2.523333333333333,Cluster 3
Leroy Smart,We All Are One (Bonus Track),0,Clean,0.715,0.552,D#/Eb,0.8478592284437094,0.115,0.475,0.166,0.929,145.0,Minor,2013,2.91645,Cluster 3
Leroy Smart,Mister Smart In Dub,3,Clean,0.831,0.662,A#/Bb,0.745071186791039,0.304,0.0253,0.0348,0.658,154.0,Minor,2013,3.72355,Cluster 3
Leroy Smart,Help Yourself To Dub,0,Clean,0.822,0.496,B,0.7861553965013823,0.0492,0.00743,0.145,0.533,138.0,Minor,2013,2.955783333333333,Cluster 2
Leroy Smart,Man Is so Great - Original,0,Clean,0.88,0.479,G#/Ab,0.6927986356941681,0.248,0.00135,0.128,0.458,137.0,Minor,2014,3.166783333333333,Cluster 2
Leroy Smart,Love Version - Original,0,Clean,0.728,0.382,A#/Bb,0.6686132141288339,0.0452,0.00628,0.175,0.635,145.0,Minor,2014,3.02,Cluster 2
Leroy Smart,Mr Rich Man,0,Clean,0.887,0.631,C,0.7966202423709982,0.178,0.000779,0.072,0.592,135.0,Major,2014,2.6708833333333333,Cluster 3
Leroy Smart,Money Friend,14,Clean,0.922,0.536,D,0.8185059817575773,0.277,0.00248,0.0673,0.727,94.0,Major,1993,3.713783333333333,Cluster 3
Leroy Smart,Happiness Is My Desire,4,Clean,0.747,0.551,E,0.7460789126895946,0.24,0.0775,0.153,0.806,73.0,Minor,2019,3.1186666666666665,Cluster 2
Leroy Smart,Taking It Easy,0,Clean,0.821,0.46,C,0.6721790134621844,0.262,0.371,0.172,0.645,82.0,Minor,2019,3.87955,Cluster 2
Liam Bailey,Summer Rain,36,Clean,0.634,0.669,D#/Eb,0.8786594661636651,0.0447,0.315,0.105,0.651,135.0,Minor,2015,3.1146666666666665,Cluster 3
Liam Bailey,Autumn Leave,6,Clean,0.265,0.513,G,0.8245264980233069,0.031,0.626,0.123,0.113,87.0,Major,2014,3.851783333333333,Cluster 4
Liam Bailey,Villain,5,Clean,0.3,0.926,F,0.9452985710963541,0.0993,0.00324,0.436,0.638,170.0,Major,2015,3.263116666666667,Cluster 1
Liam Bailey,Black Moon,11,Clean,0.604,0.752,D,0.9071858608304695,0.043,0.0498,0.09,0.751,122.0,Minor,2014,3.357333333333333,Cluster 3
Liam Bailey,Fool Boy,8,Clean,0.736,0.785,D,0.9348337252267384,0.04,0.0164,0.0392,0.54,120.0,Major,2014,2.8646666666666665,Cluster 3
Liam Bailey,Breaking,7,Clean,0.402,0.923,B,0.9330766646856671,0.0705,0.00122,0.111,0.447,186.0,Major,2014,3.657333333333333,Cluster 1
Liam Bailey,So...? Maybe Love,5,Clean,0.282,0.707,C,0.9003384925454123,0.0393,0.0124,0.3,0.286,118.0,Minor,2015,5.510883333333333,Cluster 1
Liam Bailey,Battle Hymn of Central London,8,Clean,0.434,0.406,A#/Bb,0.8157928735691584,0.0258,0.681,0.139,0.216,89.0,Major,2015,3.4566666666666666,Cluster 4
Liam Bailey,Villain (feat. A$AP Ferg),3,Explicit,0.239,0.925,C,0.8907521769463321,0.141,0.00439,0.397,0.668,169.0,Major,2015,3.7,Cluster 1
Liam Bailey,"So, Down Cold",11,Clean,0.549,0.549,G,0.8328725355933955,0.0314,0.275,0.171,0.331,131.0,Minor,2015,4.950666666666667,Cluster 1
Liam Bailey,Save Some Love,7,Clean,0.372,0.635,C,0.8921474897289475,0.0386,0.194,0.123,0.572,202.0,Major,2015,3.7187833333333336,Cluster 1
Liam Bailey,I Belong (Car Park),5,Clean,0.437,0.294,G,0.7081729154285419,0.0313,0.906,0.449,0.433,151.0,Major,2015,5.171116666666666,Cluster 4
Liam Bailey,Walking Out,7,Clean,0.639,0.758,B,0.8732074106612232,0.0512,0.0188,0.0656,0.457,184.0,Major,2015,3.701333333333333,Cluster 1
Liam Bailey,Stun Me,39,Clean,0.763,0.437,G#/Ab,0.7414278700808765,0.0557,0.35,0.107,0.403,123.0,Major,2015,3.6886666666666654,Cluster 2
Liam Bailey,Sail with Ease,28,Clean,0.599,0.608,G#/Ab,0.7682747215834216,0.0504,0.332,0.142,0.437,128.0,Minor,2015,4.781116666666667,Cluster 1
Liam Bailey,Crazy Situation,6,Clean,0.388,0.461,G#/Ab,0.8550683444872226,0.0299,0.654,0.139,0.259,166.0,Major,2015,3.94645,Cluster 4
Liam Bailey,Please Love Me,36,Clean,0.716,0.567,G,0.8097206790522209,0.0285,0.0459,0.209,0.63,98.0,Minor,2014,2.96,Cluster 3
Liam Bailey,Love My Neighbour,13,Clean,0.547,0.218,A#/Bb,0.6727733133510763,0.0784,0.725,0.0887,0.111,123.0,Major,2016,3.022,Cluster 4
Liam Bailey,Love My Neighbour (Acoustic),14,Clean,0.709,0.147,A#/Bb,0.6355649724813313,0.0717,0.942,0.117,0.206,118.0,Major,2016,2.9166666666666665,Cluster 4
Liam Bailey,You Saw the Devil in Me,14,Clean,0.411,0.304,G,0.7863104312550063,0.0364,0.787,0.0955,0.118,136.0,Minor,2018,3.488733333333333,Cluster 4
Liam Bailey,Tonight I'll Be Staying Here with You,18,Clean,0.605,0.231,F#/Gb,0.7972920596367019,0.0571,0.645,0.207,0.434,102.0,Minor,2018,3.365483333333333,Cluster 4
Liam Bailey,Come Clean,7,Clean,0.394,0.793,C,0.8594351567142968,0.0583,0.000157,0.145,0.574,155.0,Major,2019,3.07225,Cluster 1
Liam Bailey,I Lost My Way,7,Clean,0.582,0.538,C,0.8330275703470195,0.0344,0.0157,0.0744,0.336,123.0,Major,2019,3.17,Cluster 1
Liam Bailey,"Brother, Why You Gotta Love Her",18,Clean,0.493,0.543,F,0.7725898555592878,0.0729,0.224,0.447,0.311,110.0,Major,2019,3.6352,Cluster 1
Liam Bailey,Please Love Me Again,45,Clean,0.608,0.373,D#/Eb,0.8285832407431333,0.0361,0.717,0.105,0.504,91.0,Major,2020,3.1097166666666665,Cluster 4
Liam Bailey,Champion (Remix) (Instrumental),2,Clean,0.791,0.751,D,0.7932611560424795,0.34,0.504,0.109,0.603,80.0,Major,2020,3.448783333333333,Cluster 4
Liam Bailey,Champion (Remix),16,Clean,0.66,0.716,D,0.8446293377432108,0.156,0.733,0.116,0.877,81.0,Major,2020,3.5324166666666668,Cluster 4
Liam Bailey,Give Me Time,9,Clean,0.775,0.316,F#/Gb,0.8401333298881166,0.0364,0.712,0.234,0.707,105.0,Minor,2021,1.9018666666666664,Cluster 4
Liam Bailey,Forgotten,0,Clean,0.411,0.518,C#/Db,0.7789204413322652,0.0431,0.298,0.168,0.232,118.0,Minor,2022,2.6857333333333333,Cluster 1
Liam Bailey,On My Mind,23,Clean,0.632,0.586,C#/Db,0.9236195447146068,0.0443,0.0103,0.0624,0.509,110.0,Major,2014,3.5622166666666666,Cluster 1
Liam Bailey,Awkward,16,Clean,0.324,0.549,C,0.6539365907857677,0.0407,0.629,0.346,0.0492,128.0,Major,2020,3.2060666666666666,Cluster 4
Liam Bailey,White Light,31,Explicit,0.978,0.421,A,0.7818919407767241,0.0591,0.0443,0.335,0.817,112.0,Minor,2020,3.2938,Cluster 2
Liam Bailey,Don't Blame NY,19,Clean,0.397,0.326,G,0.7503682075398569,0.0367,0.849,0.0945,0.226,103.0,Minor,2020,2.8137,Cluster 4
Liam Bailey,Cold & Clear,42,Clean,0.426,0.449,A,0.759928684013333,0.0392,0.871,0.199,0.434,149.0,Minor,2020,3.2824833333333334,Cluster 4
Liam Bailey,Angel Dust,15,Explicit,0.711,0.496,C#/Db,0.7553293196558228,0.333,0.0371,0.378,0.495,154.0,Major,2020,3.8185,Cluster 1
Liam Bailey,Vixit,13,Clean,0.552,0.191,B,0.7120487842691403,0.0377,0.883,0.114,0.209,119.0,Major,2020,3.623483333333333,Cluster 4
Liam Bailey,Ugly Truth,13,Clean,0.901,0.641,G,0.8230278287382755,0.231,0.195,0.0674,0.953,150.0,Major,2020,2.5071,Cluster 3
Liam Bailey,Young In Love,20,Clean,0.628,0.508,C,0.7804449497429007,0.0836,0.365,0.101,0.748,83.0,Major,2020,3.608,Cluster 4
Liam Bailey,She Hates This Life,12,Clean,0.475,0.636,G,0.8125113046174517,0.197,0.0703,0.273,0.526,83.0,Major,2020,3.08215,Cluster 1
Liam Bailey,Where Do I Start?,11,Clean,0.712,0.634,B,0.7497997467765691,0.294,0.833,0.3,0.59,149.0,Minor,2020,0.95515,Cluster 4
