Artist Name,Track Name,Popularity,Explicit,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Liveness,Valence,Tempo,Mode,Release Year,Duration,Clusters
Buju Banton,No Respect,12,Clean,0.646,0.544,B,0.7889718611922173,0.48,0.204,0.174,0.639,167.0,Minor,2012,4.003333333333333,Cluster 1
Buju Banton,Lef We Business,5,Clean,0.769,0.702,G,0.8824836567530555,0.258,0.389,0.282,0.696,87.0,Major,2012,3.794666666666666,Cluster 1
Buju Banton,Burn Baby Burn,6,Clean,0.681,0.752,B,0.8131056045063435,0.302,0.399,0.251,0.896,77.0,Minor,2012,3.54845,Cluster 1
Buju Banton,Want It (feat. Twiggy),4,Clean,0.639,0.704,F#/Gb,0.816955634221338,0.0782,0.486,0.289,0.893,87.0,Major,2012,3.931783333333333,Cluster 4
Buju Banton,Decent Kind Of Loving - feat. Carol Gonzales,21,Clean,0.761,0.626,F,0.8474458024340457,0.0563,0.0197,0.0425,0.846,91.0,Major,2012,3.705783333333333,Cluster 3
Buju Banton,Him Tek Off,5,Clean,0.801,0.754,E,0.8605979173664763,0.407,0.368,0.411,0.949,160.0,Minor,2012,3.75755,Cluster 3
Buju Banton,What We Can Do,4,Clean,0.62,0.716,F#/Gb,0.8654039947288183,0.282,0.15,0.107,0.774,176.0,Major,2012,3.63645,Cluster 1
Buju Banton,Reap What You Sew - feat. Morgan Heritage,4,Clean,0.652,0.787,C#/Db,0.8573421875403736,0.285,0.239,0.352,0.761,142.0,Minor,2012,3.737333333333333,Cluster 1
Buju Banton,Politics Time Again - feat. Angel,3,Clean,0.781,0.662,D,0.8505464975065244,0.154,0.295,0.0926,0.578,142.0,Minor,2012,3.8242166666666666,Cluster 3
Buju Banton,Feeling Groovy,8,Explicit,0.769,0.682,A#/Bb,0.856515335521046,0.077,0.00803,0.359,0.737,124.0,Major,2012,3.945783333333333,Cluster 3
Buju Banton,Bogle,33,Explicit,0.776,0.797,C#/Db,0.8222784940957598,0.368,0.0624,0.113,0.911,102.0,Minor,2012,3.63845,Cluster 3
Buju Banton,Untold Strories,24,Explicit,0.817,0.638,G#/Ab,0.8228727939846515,0.0707,0.521,0.172,0.884,130.0,Major,2012,4.539333333333333,Cluster 3
Buju Banton,Come Test Me Test,5,Clean,0.674,0.852,F#/Gb,0.8509082452649802,0.267,0.435,0.179,0.924,84.0,Major,2012,3.984,Cluster 3
Buju Banton,One 2 One,0,Clean,0.527,0.746,G,0.8612438955065761,0.0485,0.371,0.065,0.589,142.0,Major,2012,4.181116666666667,Cluster 1
Buju Banton,Poor Old Man (Ft. Stephen Marley),3,Explicit,0.605,0.658,B,0.8225627244774036,0.107,0.563,0.113,0.848,80.0,Minor,2011,4.445166666666666,Cluster 4
Buju Banton,Law & Order,2,Explicit,0.694,0.683,C#/Db,0.8402625255161366,0.159,0.0898,0.141,0.642,149.0,Major,2011,3.85045,Cluster 3
Buju Banton,Bondage,8,Clean,0.6,0.649,C,0.878633627038061,0.073,0.199,0.116,0.853,135.0,Minor,2010,5.259783333333333,Cluster 3
Buju Banton,Struggle Together,7,Clean,0.677,0.65,A#/Bb,0.8842407172941268,0.119,0.242,0.115,0.719,81.0,Minor,2010,4.53845,Cluster 3
Buju Banton,No Smoking at All,5,Clean,0.644,0.89,C,0.873905067052531,0.0315,0.0135,0.0501,0.918,118.0,Major,2010,3.434,Cluster 3
Buju Banton,Try Life,4,Clean,0.632,0.339,A#/Bb,0.7654840960181908,0.0378,0.826,0.089,0.631,122.0,Major,2010,4.1688833333333335,Cluster 4
Buju Banton,Innocent,5,Clean,0.667,0.583,G,0.8322523965788997,0.0898,0.177,0.271,0.631,153.0,Major,2010,3.57245,Cluster 1
Buju Banton,Hurt Us No More,0,Clean,0.676,0.738,G,0.8374718999509057,0.0631,0.0759,0.0878,0.752,103.0,Major,2009,5.479116666666667,Cluster 3
Buju Banton,Magic City,13,Clean,0.523,0.818,B,0.8805457223327563,0.116,0.179,0.446,0.764,146.0,Minor,2009,5.223333333333334,Cluster 1
Buju Banton,I Rise,7,Clean,0.547,0.589,G,0.8581690395597013,0.118,0.132,0.092,0.664,141.0,Major,2009,5.174666666666667,Cluster 1
Buju Banton,Rastafari,0,Clean,0.658,0.677,C,0.8655073512312343,0.0336,0.094,0.0768,0.742,104.0,Major,2009,6.06045,Cluster 3
Buju Banton,I Wonder,6,Clean,0.521,0.795,A,0.8841115216661068,0.13,0.0948,0.0772,0.746,120.0,Major,2009,4.734883333333333,Cluster 1
Buju Banton,A Little Bit Of Sorry,3,Clean,0.626,0.848,C,0.8858944213327821,0.166,0.181,0.382,0.887,128.0,Major,2009,4.020883333333333,Cluster 1
Buju Banton,Affairs Of The Heart,4,Clean,0.481,0.391,C,0.7845275315883311,0.031,0.472,0.15,0.362,122.0,Major,2009,4.262883333333333,Cluster 4
Buju Banton,Mampy Size,0,Clean,0.717,0.738,B,0.7588434407379654,0.301,0.315,0.247,0.915,197.0,Major,2020,3.899883333333333,Cluster 3
Buju Banton,Optimistic Soul,7,Clean,0.68,0.808,A#/Bb,0.8645513035838868,0.11,0.178,0.0803,0.966,143.0,Major,2009,4.266,Cluster 3
Buju Banton,Make You Mine,4,Clean,0.659,0.787,A,0.8585566264437612,0.0725,0.134,0.0908,0.849,144.0,Minor,2009,5.188,Cluster 3
Buju Banton,Mary,0,Clean,0.518,0.495,A,0.8475233198108576,0.0315,0.264,0.209,0.615,204.0,Major,2009,4.1546666666666665,Cluster 1
Buju Banton,Bedtime Story,4,Clean,0.657,0.749,B,0.8798480659414485,0.122,0.0391,0.212,0.557,79.0,Minor,2009,4.153783333333333,Cluster 1
Buju Banton,Sense Of Purpose,5,Clean,0.854,0.564,C,0.8557401617529263,0.0679,0.145,0.0737,0.922,126.0,Major,2009,4.122,Cluster 3
Buju Banton,Battered & Bruised,7,Clean,0.718,0.65,C,0.8741892974341748,0.0808,0.142,0.0714,0.762,82.0,Major,2010,4.14845,Cluster 3
Buju Banton,Anyweh,6,Clean,0.607,0.937,E,0.8458696157722023,0.273,0.209,0.0495,0.796,89.0,Minor,2019,2.733116666666666,Cluster 1
Buju Banton,Do Good,5,Clean,0.643,0.832,B,0.8611922172553681,0.0431,0.0771,0.262,0.656,118.0,Major,2010,6.994666666666666,Cluster 1
Buju Banton,Rasta Can't Go,14,Clean,0.782,0.537,G,0.8821735872458076,0.143,0.166,0.129,0.771,145.0,Minor,2010,4.52955,Cluster 3
Buju Banton,Guns & Bombs,2,Explicit,0.597,0.748,B,0.8249140849073667,0.261,0.35,0.151,0.599,120.0,Minor,2011,3.3354,Cluster 1
Buju Banton,Women Dem Phat,5,Explicit,0.761,0.701,C#/Db,0.8045786930570269,0.269,0.0653,0.32,0.494,100.0,Minor,2011,3.2687833333333334,Cluster 1
Buju Banton,No More Misty Days (Ft. Rancid),5,Explicit,0.716,0.867,D,0.8250174414097827,0.031,0.15,0.261,0.899,104.0,Major,2011,4.0307,Cluster 3
Buju Banton,Pull It Up (Live),2,Explicit,0.626,0.72,C#/Db,0.8551717009896385,0.275,0.139,0.147,0.871,94.0,Major,2011,2.9366,Cluster 3
Buju Banton,Reunion (Ft. Wayne Wonder),5,Explicit,0.663,0.805,A,0.8676778377819695,0.137,0.0432,0.128,0.865,84.0,Minor,2011,4.101216666666667,Cluster 3
Buju Banton,In The Air,2,Clean,0.567,0.585,G,0.8361799436707062,0.0304,0.379,0.0552,0.336,120.0,Major,2010,3.5906666666666665,Cluster 1
Buju Banton,Lights Out,3,Clean,0.719,0.73,B,0.8449394072504586,0.0632,0.0626,0.273,0.732,127.0,Major,2009,4.96645,Cluster 3
Buju Banton,No Smoking At All,2,Clean,0.644,0.89,C,0.873905067052531,0.0315,0.0135,0.0501,0.918,118.0,Major,2010,3.434,Cluster 3
Buju Banton,Be On Your Way,8,Clean,0.621,0.683,A,0.863905325443787,0.15,0.149,0.0426,0.705,77.0,Major,2009,3.56245,Cluster 3
Buju Banton,My Intention,0,Clean,0.528,0.799,C,0.8276013539701816,0.432,0.24,0.212,0.683,87.0,Minor,2012,3.21955,Cluster 1
Buju Banton,Stamina Daddy,11,Explicit,0.681,0.668,A#/Bb,0.8098240355546369,0.67,0.344,0.0682,0.91,113.0,Minor,2018,3.5696833333333333,Cluster 1
Buju Banton,Bonafide Love,24,Clean,0.691,0.488,G,0.6677346838582983,0.138,0.204,0.0666,0.621,84.0,Major,2018,3.919333333333333,Cluster 2
Buju Banton,Man A Look You,18,Explicit,0.566,0.816,F#/Gb,0.8442159117335469,0.216,0.135,0.0601,0.896,91.0,Major,2018,3.490666666666667,Cluster 3
Buju Banton,The Lion Rules,9,Clean,0.506,0.708,F,0.7827704710472597,0.409,0.586,0.299,0.768,177.0,Minor,2018,2.857333333333333,Cluster 4
Buju Banton,Move You Body,8,Explicit,0.715,0.578,C#/Db,0.7546058241389111,0.412,0.44,0.165,0.863,82.0,Major,2018,3.3028833333333334,Cluster 4
Buju Banton,Bring Yuh Body Come,8,Explicit,0.761,0.654,C#/Db,0.6744011782641275,0.455,0.0684,0.0871,0.928,174.0,Major,2018,3.69555,Cluster 2
Buju Banton,Mind Behind the Wind,8,Clean,0.769,0.582,C#/Db,0.6868039585540425,0.243,0.00638,0.0882,0.59,102.0,Major,2018,3.834,Cluster 2
Buju Banton,Operation Ardent,8,Explicit,0.705,0.803,E,0.6017415570657089,0.117,0.645,0.251,0.825,168.0,Minor,2018,3.6366666666666654,Cluster 4
Buju Banton,Love Me Brownin',11,Clean,0.66,0.395,C,0.7322291413658562,0.171,0.211,0.0827,0.781,81.0,Major,2018,3.797783333333333,Cluster 2
Buju Banton,Dancehall: Buju Banton - Continuous Mix,10,Clean,0.605,0.594,C#/Db,0.769592516989225,0.305,0.132,0.318,0.629,87.0,Major,2018,36.23083333333334,Cluster 1
Buju Banton,Gold Spoon,11,Explicit,0.719,0.369,A#/Bb,0.5707087672153174,0.733,0.395,0.152,0.799,115.0,Major,2015,3.778883333333333,Cluster 2
Buju Banton,Glamatize,5,Explicit,0.617,0.601,G#/Ab,0.7090772848246816,0.504,0.771,0.103,0.91,191.0,Major,2015,3.5911166666666667,Cluster 4
Buju Banton,Quick,9,Explicit,0.813,0.543,G,0.6619208805974006,0.77,0.39,0.163,0.779,111.0,Major,2015,3.4217833333333334,Cluster 2
Buju Banton,Loving Is A Thing,5,Explicit,0.749,0.873,G,0.8361282654194981,0.257,0.19,0.169,0.892,93.0,Major,2015,3.785116666666666,Cluster 3
Buju Banton,Waist Line,7,Clean,0.616,0.677,C#/Db,0.801762228366192,0.35,0.179,0.253,0.892,138.0,Major,2019,3.3936,Cluster 1
Buju Banton,Steppa - Instrumental,5,Clean,0.801,0.478,A#/Bb,0.7886876308105734,0.1,0.0564,0.0843,0.661,77.0,Major,2020,3.38155,Cluster 2
Buju Banton,Everybody Knows,14,Clean,0.489,0.532,C,0.8592542828350689,0.0365,0.65,0.196,0.787,77.0,Major,2019,4.187716666666667,Cluster 4
Buju Banton,Fast Lane,15,Clean,0.593,0.483,D,0.7913232216221803,0.408,0.425,0.0583,0.638,175.0,Major,2019,4.065433333333333,Cluster 4
Buju Banton,Girls Dem Tired,6,Clean,0.575,0.812,C#/Db,0.8412702514146921,0.465,0.216,0.32,0.942,199.0,Minor,2019,2.1266666666666665,Cluster 1
Buju Banton,Lose Your Love,5,Clean,0.738,0.759,F,0.8823544611250356,0.168,0.198,0.111,0.676,100.0,Major,2019,3.32,Cluster 3
Buju Banton,Pedal Pusher,7,Clean,0.603,0.706,B,0.8736725149220951,0.36,0.221,0.43,0.713,117.0,Minor,2019,2.83695,Cluster 1
Buju Banton,Set up Di Mic,8,Clean,0.641,0.671,G#/Ab,0.8940854241492469,0.291,0.0855,0.065,0.842,94.0,Minor,2019,2.6867,Cluster 3
Buju Banton,Things a Come Up,7,Clean,0.642,0.912,B,0.9912146972946436,0.424,0.273,0.095,0.948,117.0,Major,2019,3.5111166666666667,Cluster 1
Buju Banton,Touch Yuh,4,Clean,0.447,0.942,F#/Gb,0.8552750574920545,0.248,0.16,0.438,0.494,93.0,Minor,2019,3.4633833333333333,Cluster 1
Buju Banton,Wine & Bubble,5,Clean,0.63,0.743,C#/Db,0.8339577788687631,0.308,0.485,0.274,0.909,92.0,Major,2019,3.40445,Cluster 1
Buju Banton,General,6,Explicit,0.621,0.471,G,0.6495697785586936,0.837,0.0754,0.187,0.899,180.0,Major,2015,3.731116666666667,Cluster 2
Buju Banton,Hot Ladies,7,Clean,0.653,0.782,G#/Ab,0.849073667347097,0.253,0.0318,0.099,0.818,88.0,Major,2015,3.518666666666667,Cluster 3
Buju Banton,Star 69,5,Clean,0.645,0.341,C,0.5781245962636623,0.324,0.196,0.183,0.516,174.0,Major,2013,3.600116666666666,Cluster 2
Buju Banton,Girl Roll Call,3,Clean,0.813,0.661,F#/Gb,0.7538048112451874,0.312,0.276,0.0942,0.832,93.0,Minor,2013,4.0324333333333335,Cluster 3
Buju Banton,Could Love Somebody,4,Clean,0.809,0.689,E,0.7516343246944523,0.0778,0.0944,0.133,0.808,130.0,Minor,2013,3.896166666666667,Cluster 3
Buju Banton,Jungle to Back a Wall,8,Clean,0.704,0.687,A#/Bb,0.7544507893852872,0.115,0.0069,0.0665,0.779,168.0,Minor,2013,3.846966666666667,Cluster 3
Buju Banton,I Dare Not Be Ungrateful,6,Clean,0.821,0.537,F#/Gb,0.7664659827911423,0.0441,0.111,0.35,0.969,143.0,Minor,2013,4.27625,Cluster 3
Buju Banton,Fat and Sexy,4,Clean,0.785,0.669,C#/Db,0.7227720213947959,0.152,0.0247,0.0473,0.755,121.0,Major,2013,3.9806333333333335,Cluster 3
Buju Banton,Get It On,5,Clean,0.571,0.327,F#/Gb,0.6419730756311206,0.36,0.357,0.0985,0.828,125.0,Major,2013,3.5478666666666667,Cluster 2
Buju Banton,Homeless,8,Clean,0.776,0.636,C#/Db,0.784553370713935,0.052,0.262,0.332,0.834,83.0,Major,2013,3.9018166666666665,Cluster 3
Buju Banton,Bobby Redds,6,Clean,0.695,0.604,C,0.8330534094726234,0.411,0.251,0.0882,0.77,83.0,Major,2013,3.9505333333333335,Cluster 1
Buju Banton,Murderer - Remix,13,Clean,0.842,0.887,C#/Db,0.8227694374822356,0.04,0.238,0.171,0.964,132.0,Major,2013,4.0446333333333335,Cluster 3
Buju Banton,Who Say,28,Clean,0.692,0.592,C#/Db,0.8446810159944187,0.108,0.165,0.344,0.766,85.0,Major,2013,4.009366666666667,Cluster 3
Buju Banton,Mass Murderer,21,Clean,0.767,0.502,A#/Bb,0.6355649724813313,0.309,0.446,0.0681,0.726,176.0,Major,2013,3.8643833333333335,Cluster 2
Buju Banton,Slam Bam,0,Clean,0.712,0.808,G,0.9117593860623756,0.279,0.255,0.127,0.921,96.0,Major,2012,3.3433333333333333,Cluster 3
Buju Banton,Why Buju Love You,0,Clean,0.715,0.54,F#/Gb,0.670732022428361,0.0784,0.0747,0.0984,0.857,77.0,Major,2012,3.883783333333333,Cluster 2
Buju Banton,How It a Guh Go,11,Clean,0.783,0.344,C,0.5972713883362186,0.141,0.327,0.218,0.706,87.0,Major,2013,3.5509166666666667,Cluster 2
Buju Banton,Slam Bam,9,Clean,0.648,0.811,G,0.8978579364874293,0.256,0.226,0.342,0.924,96.0,Major,2015,3.3306666666666667,Cluster 1
Buju Banton,First and Last,8,Clean,0.716,0.608,G,0.6424640190175964,0.183,0.00735,0.326,0.932,172.0,Major,2013,3.9018166666666665,Cluster 2
Buju Banton,Lef Mi Business,6,Clean,0.8,0.718,G,0.8872122167385855,0.262,0.431,0.273,0.724,87.0,Major,2013,3.849583333333333,Cluster 3
Buju Banton,Flava,11,Clean,0.681,0.668,A#/Bb,0.8098240355546369,0.67,0.344,0.0682,0.91,113.0,Minor,2015,3.5696833333333333,Cluster 1
Buju Banton,Bad Bwoy,14,Clean,0.777,0.387,C,0.6989741867135215,0.401,0.33,0.0506,0.645,146.0,Major,2013,4.0415833333333335,Cluster 2
Buju Banton,No Second Class,30,Clean,0.765,0.533,A,0.7951990904627787,0.0718,0.006,0.121,0.813,91.0,Minor,2013,3.82085,Cluster 3
Buju Banton,Petty Theif Fi Dead,10,Clean,0.712,0.835,C#/Db,0.9104415906565722,0.36,0.0261,0.0404,0.777,120.0,Major,2013,3.88485,Cluster 3
Buju Banton,Want It,10,Clean,0.627,0.59,F#/Gb,0.7194646133174853,0.178,0.571,0.158,0.908,174.0,Major,2013,3.8979,Cluster 4
Buju Banton,Rude Bwoy Fiddle,7,Clean,0.699,0.491,A#/Bb,0.6838582982351877,0.338,0.207,0.154,0.849,116.0,Minor,2013,3.1447,Cluster 2
Buju Banton,God of My Salvation,10,Clean,0.81,0.529,F#/Gb,0.6882509495878659,0.128,0.0282,0.287,0.806,151.0,Major,2013,3.570933333333333,Cluster 2
Buju Banton,Weed Persecution,12,Clean,0.791,0.366,C#/Db,0.6749954781530193,0.372,0.166,0.341,0.771,84.0,Minor,2013,4.139966666666667,Cluster 2
Buju Banton,Buju Love Yuh to de Max,6,Clean,0.807,0.755,C#/Db,0.8828712436371153,0.271,0.286,0.0583,0.759,164.0,Major,2013,3.6902333333333335,Cluster 3
Buju Banton,Gun Bag,6,Clean,0.772,0.777,C#/Db,0.9229218883232991,0.277,0.425,0.0662,0.693,82.0,Major,2013,3.739433333333333,Cluster 3
Buju Banton,Think Twice,5,Clean,0.782,0.826,C,0.8732332497868271,0.235,0.0481,0.168,0.903,77.0,Major,2013,4.256216666666667,Cluster 3
Buju Banton,Go If You Want,12,Clean,0.636,0.61,F,0.7874731919071859,0.166,0.085,0.191,0.727,83.0,Major,2013,3.675433333333333,Cluster 1
Buju Banton,Love Session,5,Clean,0.762,0.703,A,0.8035451280328674,0.184,0.2,0.123,0.879,149.0,Minor,2013,3.913583333333333,Cluster 3
Buju Banton,Checking Out,7,Clean,0.689,0.795,G,0.8170589907237539,0.441,0.0289,0.296,0.681,78.0,Major,2013,3.7481333333333335,Cluster 1
Buju Banton,Come Test Mi,12,Clean,0.754,0.44,F#/Gb,0.5497532363504818,0.338,0.474,0.172,0.947,167.0,Major,2013,4.032866666666667,Cluster 2
Buju Banton,Why Buju Love Unu,9,Clean,0.749,0.492,A#/Bb,0.6480452701480581,0.0685,0.0597,0.124,0.848,77.0,Minor,2013,3.960166666666667,Cluster 2
Buju Banton,Lion Rule the Jungle,5,Clean,0.611,0.511,F,0.6431358362833002,0.413,0.528,0.243,0.729,178.0,Major,2013,2.8456,Cluster 4
Buju Banton,Lend A Hand,4,Clean,0.67,0.545,A#/Bb,0.8481692979509573,0.266,0.361,0.154,0.804,75.0,Major,2009,4.914666666666666,Cluster 4
Buju Banton,Batty Rider,8,Explicit,0.678,0.424,B,0.6217152011575928,0.552,0.361,0.0614,0.946,196.0,Major,2017,3.239333333333333,Cluster 2
Buju Banton,Bogle Dance,2,Clean,0.692,0.507,C#/Db,0.6715847135732926,0.346,0.0767,0.0687,0.928,77.0,Minor,2020,2.996,Cluster 2
Buju Banton,Good Looking Gal,1,Clean,0.811,0.742,A,0.8790987312989329,0.144,0.0264,0.139,0.772,149.0,Major,2021,3.538383333333333,Cluster 3
Buju Banton,Hot Ladies,0,Clean,0.63,0.782,C#/Db,0.883672256530839,0.242,0.0801,0.172,0.736,88.0,Major,2016,3.4915666666666665,Cluster 1
Buju Banton,Heartbreak Lover,12,Clean,0.497,0.616,C,0.8010904111004884,0.248,0.145,0.0871,0.488,94.0,Major,1996,3.4406666666666665,Cluster 1
Bunny Wailer,Hypocrite,47,Clean,0.856,0.539,F,0.6406036019741091,0.0989,0.018,0.131,0.672,73.0,Major,1980,2.8777833333333334,Cluster 2
Bunny Wailer,Dancing Shoes,37,Clean,0.804,0.493,F#/Gb,0.6231105139402082,0.0719,0.196,0.0771,0.918,136.0,Major,1980,3.7837833333333335,Cluster 2
Bunny Wailer,Mellow Mood,61,Clean,0.73,0.561,C,0.6638071367664917,0.203,0.0361,0.0493,0.691,81.0,Major,1980,3.862216666666667,Cluster 2
Bunny Wailer,Dreamland,52,Clean,0.865,0.292,C#/Db,0.5754373272008475,0.41,0.0206,0.0586,0.818,143.0,Major,1980,2.75955,Cluster 2
Bunny Wailer,I'm The Toughest,28,Clean,0.707,0.412,A,0.61386010697398,0.154,0.0102,0.0567,0.657,81.0,Minor,1980,2.7628833333333334,Cluster 2
Bunny Wailer,Walk The Proud Land,36,Clean,0.773,0.516,D,0.5934213586212242,0.182,0.0222,0.0791,0.52,82.0,Major,1980,3.937116666666667,Cluster 2
Bunny Wailer,I Gotta Keep On Moving,47,Clean,0.797,0.388,D#/Eb,0.6004237616599054,0.171,0.0252,0.0548,0.945,82.0,Major,1980,4.16155,Cluster 2
Bunny Wailer,I Stand Predominate,24,Clean,0.759,0.285,F,0.5784863440221183,0.131,0.00816,0.0974,0.453,85.0,Major,1980,2.957333333333333,Cluster 2
Bunny Wailer,Burial,24,Clean,0.852,0.316,A,0.5271956796981989,0.0806,0.00727,0.114,0.411,134.0,Minor,1980,4.036,Cluster 2
Bunny Wailer,Rule This Land,47,Clean,0.729,0.395,C,0.5787705744037621,0.206,0.00962,0.0919,0.664,86.0,Major,1980,4.02845,Cluster 2
Bunny Wailer,Dream Land,0,Clean,0.782,0.43,C#/Db,0.6267279915247668,0.348,0.175,0.0608,0.886,72.0,Major,2022,2.77955,Cluster 2
Bunny Wailer,Rastaman,1,Clean,0.81,0.473,G,0.6620500762254204,0.163,0.0733,0.366,0.855,136.0,Major,2022,3.8511166666666665,Cluster 2
Bunny Wailer,Fighting Against Conviction,0,Clean,0.71,0.336,C#/Db,0.5974781013410506,0.336,0.0937,0.0447,0.724,74.0,Minor,2020,5.17845,Cluster 2
Bunny Wailer,Moses Children,23,Clean,0.698,0.516,F,0.6664944058293067,0.0953,0.0619,0.168,0.882,76.0,Major,1977,5.40555,Cluster 2
Bunny Wailer,Scheme Of Things,21,Clean,0.652,0.388,A#/Bb,0.5937572672540761,0.185,0.0195,0.0662,0.705,154.0,Major,1977,4.238883333333333,Cluster 2
Bunny Wailer,This Train,39,Clean,0.487,0.306,G,0.5743779230510839,0.136,0.51,0.117,0.479,152.0,Major,1976,8.488216666666666,Cluster 4
Bunny Wailer,Baddest,27,Clean,0.791,0.576,F,0.8321490400764838,0.294,0.00633,0.0873,0.538,171.0,Major,2017,5.519333333333333,Cluster 3
Bunny Wailer,Bide Up,41,Clean,0.799,0.317,G,0.5427508333118007,0.345,0.36,0.104,0.782,131.0,Major,1976,2.5688833333333334,Cluster 2
Bunny Wailer,Sound Clash,0,Clean,0.741,0.664,A#/Bb,0.747448386346606,0.0931,0.614,0.164,0.958,74.0,Major,2022,4.54845,Cluster 4
Bunny Wailer,Armagideon (Armagedon),42,Clean,0.714,0.427,A,0.6247383788532597,0.238,0.428,0.0299,0.716,146.0,Minor,1976,6.771116666666667,Cluster 2
Bunny Wailer,The Opressed Song,25,Clean,0.683,0.412,D,0.6037311697372161,0.175,0.204,0.111,0.642,67.0,Major,1976,3.36445,Cluster 2
Bunny Wailer,Fig Tree,38,Clean,0.788,0.276,B,0.6094416164956977,0.206,0.165,0.152,0.543,140.0,Major,1976,3.1371166666666666,Cluster 2
Bunny Wailer,Johnny Too Bad,25,Clean,0.695,0.646,G#/Ab,0.6477352006408102,0.0507,0.038,0.31,0.962,148.0,Major,1977,5.888883333333333,Cluster 3
Bunny Wailer,Reincarnated Souls,34,Clean,0.759,0.342,E,0.6183044365778662,0.238,0.15,0.405,0.911,158.0,Minor,1976,3.733333333333333,Cluster 2
Bunny Wailer,Quit Trying,21,Clean,0.77,0.369,G,0.6147386372445156,0.273,0.0286,0.072,0.742,147.0,Major,1977,4.3,Cluster 2
Bunny Wailer,Who Feels It,26,Clean,0.683,0.453,G,0.618821219089946,0.157,0.127,0.046,0.815,139.0,Major,1977,5.7,Cluster 2
Bunny Wailer,Blackheart Man,41,Clean,0.791,0.39,D,0.5960311103072271,0.451,0.457,0.402,0.809,148.0,Major,1976,6.363783333333333,Cluster 2
Bunny Wailer,Follow Fashion Monkey,14,Clean,0.676,0.72,B,0.6564171468437507,0.0606,0.0254,0.0887,0.914,112.0,Minor,1977,4.197116666666667,Cluster 3
Bunny Wailer,Wanted Children,17,Clean,0.829,0.477,A,0.6177618149401825,0.195,0.0118,0.128,0.9,137.0,Minor,1977,5.216666666666667,Cluster 2
Burning Spear,African Postman,14,Clean,0.714,0.54,G,0.695770135138627,0.0724,0.0558,0.219,0.809,153.0,Minor,2012,5.3693333333333335,Cluster 2
Burning Spear,Old Marcus Garvey,13,Clean,0.69,0.568,G,0.6892069972352135,0.0627,0.156,0.865,0.808,151.0,Minor,2012,6.264666666666667,Cluster 1
Burning Spear,Calling Rastafari,14,Clean,0.818,0.539,G,0.7580424278442417,0.0856,0.255,0.254,0.709,82.0,Major,2012,3.52755,Cluster 3
Burning Spear,Jah No Dead,17,Clean,0.763,0.595,G#/Ab,0.7297485853078731,0.0537,0.322,0.328,0.829,153.0,Major,2012,5.22155,Cluster 3
Burning Spear,Loving Dub,11,Clean,0.733,0.143,D,0.49678302886230324,0.144,0.624,0.108,0.499,94.0,Major,2012,4.126666666666667,Cluster 4
Burning Spear,Pick Up the Pieces,14,Clean,0.754,0.626,G,0.7061833027570347,0.0621,0.175,0.929,0.712,154.0,Major,2012,5.83,Cluster 1
Burning Spear,Friendly Dub,10,Clean,0.74,0.475,A,0.5881501769980104,0.0637,0.00355,0.254,0.905,154.0,Major,2012,4.7,Cluster 2
Burning Spear,Investigation Dub,8,Clean,0.665,0.275,C#/Db,0.5807860262008733,0.0377,0.0538,0.196,0.788,97.0,Minor,2012,4.508216666666667,Cluster 2
Burning Spear,Marcus Garvey,0,Clean,0.707,0.473,A,0.7320741066122323,0.0696,0.0631,0.0564,0.541,91.0,Minor,2020,3.467116666666666,Cluster 2
Burning Spear,Subjective Dub,8,Clean,0.632,0.294,B,0.6002170486550735,0.0685,0.138,0.106,0.644,174.0,Minor,2012,4.0,Cluster 2
Burning Spear,Dub Old Timer,10,Clean,0.767,0.576,C,0.5887186377612981,0.0876,0.221,0.0577,0.968,82.0,Minor,2012,4.691783333333333,Cluster 2
Burning Spear,Chanting Home,15,Clean,0.791,0.372,F,0.5369628691765069,0.0525,0.133,0.102,0.864,94.0,Minor,2012,4.233333333333333,Cluster 2
Burning Spear,Burning Dub,9,Clean,0.761,0.476,A#/Bb,0.5403994728818377,0.0816,0.0929,0.049,0.773,88.0,Minor,2012,4.383333333333334,Cluster 2
Burning Spear,Remember,17,Clean,0.78,0.371,D,0.4876101392728869,0.0383,0.108,0.323,0.902,112.0,Minor,2012,4.666666666666667,Cluster 2
Burning Spear,Smart Dub,10,Clean,0.758,0.523,G,0.6158497196454871,0.0425,0.0954,0.119,0.899,158.0,Major,2012,4.266666666666667,Cluster 2
Burning Spear,Stand,9,Clean,0.764,0.479,G#/Ab,0.5884344073796542,0.0698,0.0392,0.0813,0.962,152.0,Minor,2012,4.15,Cluster 2
Burning Spear,African Dub,14,Clean,0.75,0.398,C,0.608821477481202,0.0876,0.0838,0.0968,0.849,149.0,Major,2012,4.524883333333333,Cluster 2
Burning Spear,Jah Nuh Dead,14,Clean,0.622,0.666,G#/Ab,0.6775277124622103,0.0501,0.266,0.412,0.78,159.0,Major,2013,5.60045,Cluster 1
Burning Spear,World Dub,8,Clean,0.831,0.28,B,0.5735510710317562,0.352,0.000256,0.0871,0.622,77.0,Minor,2012,4.325116666666666,Cluster 2
Burning Spear,Man In the Hills,12,Clean,0.777,0.48,C,0.6742203043848995,0.104,0.199,0.0719,0.86,153.0,Major,2012,6.895333333333333,Cluster 2
